tarih,istasyon_adi,gunluk_yolcu,nem,maksimum_sicaklik,minimum_sicaklik,ruzgar_hizi,ay,gun,donem
2024-11-08,Anadolu Hisarı,508,63.0,28.0,23.0,26.0,11,8,Okul
2024-11-09,Anadolu Hisarı,535,63.0,28.0,23.0,26.0,11,9,Okul
2024-11-10,Anadolu Hisarı,470,63.0,28.0,23.0,26.0,11,10,Okul
2024-11-11,Anadolu Hisarı,486,63.0,28.0,23.0,26.0,11,11,Okul
2024-11-12,Anadolu Hisarı,535,63.0,28.0,23.0,26.0,11,12,Okul
2024-11-13,Anadolu Hisarı,534,63.0,28.0,23.0,26.0,11,13,Okul
2024-11-14,Anadolu Hisarı,504,63.0,28.0,23.0,26.0,11,14,Okul
2024-11-15,Anadolu Hisarı,537,63.0,28.0,23.0,26.0,11,15,Okul
2024-11-16,Anadolu Hisarı,473,63.0,28.0,23.0,26.0,11,16,Okul
2024-11-17,Anadolu Hisarı,507,63.0,28.0,23.0,26.0,11,17,Okul
2024-11-18,Anadolu Hisarı,471,63.0,28.0,23.0,26.0,11,18,Okul
2024-11-19,Anadolu Hisarı,533,63.0,28.0,23.0,26.0,11,19,Okul
2024-11-20,Anadolu Hisarı,516,63.0,28.0,23.0,26.0,11,20,Okul
2024-11-21,Anadolu Hisarı,491,63.0,28.0,23.0,26.0,11,21,Okul
2024-11-22,Anadolu Hisarı,516,63.0,28.0,23.0,26.0,11,22,Okul
2024-11-23,Anadolu Hisarı,479,63.0,28.0,23.0,26.0,11,23,Okul
2024-11-24,Anadolu Hisarı,513,63.0,28.0,23.0,26.0,11,24,Okul
2024-11-25,Anadolu Hisarı,468,63.0,28.0,23.0,26.0,11,25,Okul
2024-11-26,Anadolu Hisarı,539,63.0,28.0,23.0,26.0,11,26,Okul
2024-11-27,Anadolu Hisarı,509,63.0,28.0,23.0,26.0,11,27,Okul
2024-11-28,Anadolu Hisarı,478,63.0,28.0,23.0,26.0,11,28,Okul
2024-11-29,Anadolu Hisarı,468,63.0,28.0,23.0,26.0,11,29,Okul
2024-11-30,Anadolu Hisarı,481,63.0,28.0,23.0,26.0,11,30,Okul
2024-12-01,Anadolu Hisarı,507,82.0,6.0,5.0,25.0,12,1,Okul
2024-12-02,Anadolu Hisarı,471,73.0,14.0,11.0,26.0,12,2,Okul
2024-12-03,Anadolu Hisarı,542,76.0,15.0,8.0,26.0,12,3,Okul
2024-12-04,Anadolu Hisarı,544,69.0,17.0,13.0,20.0,12,4,Okul
2024-12-05,Anadolu Hisarı,488,62.0,22.0,16.0,9.0,12,5,Okul
2024-12-06,Anadolu Hisarı,517,70.0,28.0,22.0,8.0,12,6,Okul
2024-12-07,Anadolu Hisarı,477,50.0,26.0,21.0,6.0,12,7,Okul
2024-12-08,Anadolu Hisarı,503,55.0,29.0,24.0,30.0,12,8,Okul
2024-12-09,Anadolu Hisarı,471,55.0,29.0,24.0,30.0,12,9,Okul
2024-12-10,Anadolu Hisarı,467,55.0,29.0,24.0,30.0,12,10,Okul
2024-12-11,Anadolu Hisarı,551,55.0,29.0,24.0,30.0,12,11,Okul
2024-12-12,Anadolu Hisarı,506,55.0,29.0,24.0,30.0,12,12,Okul
2024-12-13,Anadolu Hisarı,472,55.0,29.0,24.0,30.0,12,13,Okul
2024-12-14,Anadolu Hisarı,521,55.0,29.0,24.0,30.0,12,14,Okul
2024-12-15,Anadolu Hisarı,477,55.0,29.0,24.0,30.0,12,15,Okul
2024-12-16,Anadolu Hisarı,472,55.0,29.0,24.0,30.0,12,16,Okul
2024-12-17,Anadolu Hisarı,470,55.0,29.0,24.0,30.0,12,17,Okul
2024-12-18,Anadolu Hisarı,512,55.0,29.0,24.0,30.0,12,18,Okul
2024-12-19,Anadolu Hisarı,560,55.0,29.0,24.0,30.0,12,19,Okul
2024-12-20,Anadolu Hisarı,476,55.0,29.0,24.0,30.0,12,20,Okul
2024-12-21,Anadolu Hisarı,512,55.0,29.0,24.0,30.0,12,21,Okul
2024-12-22,Anadolu Hisarı,468,55.0,29.0,24.0,30.0,12,22,Okul
2024-12-23,Anadolu Hisarı,497,55.0,29.0,24.0,30.0,12,23,Okul
2024-12-24,Anadolu Hisarı,503,55.0,29.0,24.0,30.0,12,24,Okul
2024-12-25,Anadolu Hisarı,468,55.0,29.0,24.0,30.0,12,25,Okul
2024-12-26,Anadolu Hisarı,540,55.0,29.0,24.0,30.0,12,26,Okul
2024-12-27,Anadolu Hisarı,506,55.0,29.0,24.0,30.0,12,27,Okul
2024-12-28,Anadolu Hisarı,548,55.0,29.0,24.0,30.0,12,28,Okul
2024-12-29,Anadolu Hisarı,492,55.0,29.0,24.0,30.0,12,29,Okul
2024-12-30,Anadolu Hisarı,519,55.0,29.0,24.0,30.0,12,30,Okul
2024-12-31,Anadolu Hisarı,523,55.0,29.0,24.0,30.0,12,31,Okul
2024-01-01,Anadolu Kavağı,280,67.0,9.0,7.0,31.0,1,1,Okul
2024-01-02,Anadolu Kavağı,264,68.0,12.0,10.0,25.0,1,2,Okul
2024-01-03,Anadolu Kavağı,238,68.0,14.0,9.0,27.0,1,3,Okul
2024-01-04,Anadolu Kavağı,258,69.0,13.0,9.0,17.0,1,4,Okul
2024-01-05,Anadolu Kavağı,287,60.0,20.0,16.0,19.0,1,5,Okul
2024-01-06,Anadolu Kavağı,226,74.0,24.0,20.0,16.0,1,6,Okul
2024-01-07,Anadolu Kavağı,253,49.0,28.0,22.0,18.0,1,7,Okul
2024-01-08,Anadolu Kavağı,238,58.0,31.0,25.0,16.0,1,8,Okul
2024-01-09,Anadolu Kavağı,213,66.0,27.0,22.0,21.0,1,9,Okul
2024-01-10,Anadolu Kavağı,234,66.0,27.0,22.0,21.0,1,10,Okul
2024-01-11,Anadolu Kavağı,265,66.0,27.0,22.0,21.0,1,11,Okul
2024-01-12,Anadolu Kavağı,265,66.0,27.0,22.0,21.0,1,12,Okul
2024-01-13,Anadolu Kavağı,306,73.0,5.0,4.0,17.0,1,13,Okul
2024-01-14,Anadolu Kavağı,232,73.0,9.0,6.0,18.0,1,14,Okul
2024-01-15,Anadolu Kavağı,250,75.0,7.0,4.0,27.0,1,15,Tatil
2024-01-16,Anadolu Kavağı,262,61.0,6.0,3.0,22.0,1,16,Tatil
2024-01-17,Anadolu Kavağı,292,67.0,10.0,7.0,16.0,1,17,Tatil
2024-01-18,Anadolu Kavağı,291,65.0,12.0,9.0,16.0,1,18,Tatil
2024-01-19,Anadolu Kavağı,278,75.0,13.0,10.0,14.0,1,19,Tatil
2024-01-20,Anadolu Kavağı,307,70.0,13.0,10.0,11.0,1,20,Tatil
2024-01-21,Anadolu Kavağı,279,77.0,10.0,8.0,15.0,1,21,Tatil
2024-01-22,Anadolu Kavağı,213,79.0,10.0,7.0,17.0,1,22,Tatil
2024-01-23,Anadolu Kavağı,299,73.0,13.0,10.0,16.0,1,23,Tatil
2024-01-24,Anadolu Kavağı,251,66.0,14.0,11.0,22.0,1,24,Tatil
2024-01-25,Anadolu Kavağı,307,68.0,14.0,10.0,19.0,1,25,Tatil
2024-01-26,Anadolu Kavağı,263,67.0,14.0,11.0,13.0,1,26,Tatil
2024-01-27,Anadolu Kavağı,277,82.0,8.0,7.0,15.0,1,27,Tatil
2024-01-28,Anadolu Kavağı,210,77.0,13.0,9.0,10.0,1,28,Tatil
2024-01-29,Anadolu Kavağı,269,66.0,15.0,12.0,17.0,1,29,Tatil
2024-01-30,Anadolu Kavağı,296,63.0,14.0,11.0,11.0,1,30,Tatil
2024-01-31,Anadolu Kavağı,307,68.0,14.0,11.0,23.0,1,31,Tatil
2024-02-01,Anadolu Kavağı,324,75.0,8.0,7.0,13.0,2,1,Tatil
2024-02-02,Anadolu Kavağı,363,67.0,15.0,11.0,14.0,2,2,Tatil
2024-02-03,Anadolu Kavağı,392,79.0,12.0,8.0,17.0,2,3,Okul
2024-02-04,Anadolu Kavağı,349,74.0,13.0,10.0,21.0,2,4,Okul
2024-02-05,Anadolu Kavağı,377,68.0,18.0,15.0,13.0,2,5,Okul
2024-02-06,Anadolu Kavağı,359,71.0,27.0,20.0,8.0,2,6,Okul
2024-02-07,Anadolu Kavağı,377,58.0,28.0,22.0,20.0,2,7,Okul
2024-02-08,Anadolu Kavağı,379,62.0,29.0,25.0,16.0,2,8,Okul
2024-02-09,Anadolu Kavağı,342,66.0,27.0,22.0,23.0,2,9,Okul
2024-02-10,Anadolu Kavağı,410,66.0,27.0,22.0,23.0,2,10,Okul
2024-02-11,Anadolu Kavağı,352,66.0,27.0,22.0,23.0,2,11,Okul
2024-02-12,Anadolu Kavağı,369,66.0,27.0,22.0,23.0,2,12,Okul
2024-02-13,Anadolu Kavağı,377,79.0,8.0,8.0,34.0,2,13,Okul
2024-02-14,Anadolu Kavağı,414,68.0,8.0,7.0,34.0,2,14,Okul
2024-02-15,Anadolu Kavağı,355,70.0,8.0,7.0,32.0,2,15,Okul
2024-02-16,Anadolu Kavağı,370,69.0,8.0,7.0,28.0,2,16,Okul
2024-02-17,Anadolu Kavağı,419,66.0,10.0,6.0,14.0,2,17,Okul
2024-02-18,Anadolu Kavağı,402,68.0,14.0,9.0,6.0,2,18,Okul
2024-02-19,Anadolu Kavağı,365,71.0,15.0,10.0,14.0,2,19,Okul
2024-02-20,Anadolu Kavağı,341,70.0,14.0,12.0,8.0,2,20,Okul
2024-02-21,Anadolu Kavağı,382,70.0,13.0,9.0,13.0,2,21,Okul
2024-02-22,Anadolu Kavağı,375,67.0,12.0,9.0,8.0,2,22,Okul
2024-02-23,Anadolu Kavağı,330,81.0,7.0,-5.0,36.0,2,23,Okul
2024-02-24,Anadolu Kavağı,363,82.0,5.0,-5.0,36.0,2,24,Okul
2024-02-25,Anadolu Kavağı,407,80.0,9.0,6.0,33.0,2,25,Okul
2024-02-26,Anadolu Kavağı,361,68.0,9.0,6.0,17.0,2,26,Okul
2024-02-27,Anadolu Kavağı,404,69.0,7.0,4.0,26.0,2,27,Okul
2024-02-28,Anadolu Kavağı,357,64.0,9.0,1.0,22.0,2,28,Okul
2024-02-29,Anadolu Kavağı,394,64.0,9.0,1.0,22.0,2,29,Okul
2024-03-01,Anadolu Kavağı,353,74.0,8.0,6.0,26.0,3,1,Okul
2024-03-02,Anadolu Kavağı,367,60.0,17.0,12.0,10.0,3,2,Okul
2024-03-03,Anadolu Kavağı,332,63.0,9.0,6.0,24.0,3,3,Okul
2024-03-04,Anadolu Kavağı,275,69.0,11.0,9.0,23.0,3,4,Okul
2024-03-05,Anadolu Kavağı,345,64.0,21.0,15.0,10.0,3,5,Okul
2024-03-06,Anadolu Kavağı,294,61.0,27.0,22.0,10.0,3,6,Okul
2024-03-07,Anadolu Kavağı,293,61.0,31.0,24.0,15.0,3,7,Okul
2024-03-08,Anadolu Kavağı,339,56.0,33.0,26.0,8.0,3,8,Okul
2024-03-09,Anadolu Kavağı,361,56.0,33.0,26.0,8.0,3,9,Okul
2024-03-10,Anadolu Kavağı,355,56.0,33.0,26.0,8.0,3,10,Okul
2024-03-11,Anadolu Kavağı,328,56.0,33.0,26.0,8.0,3,11,Okul
2024-03-12,Anadolu Kavağı,320,56.0,33.0,26.0,8.0,3,12,Okul
2024-03-13,Anadolu Kavağı,323,78.0,8.0,7.0,37.0,3,13,Okul
2024-03-14,Anadolu Kavağı,362,69.0,11.0,7.0,17.0,3,14,Okul
2024-03-15,Anadolu Kavağı,303,72.0,10.0,8.0,11.0,3,15,Okul
2024-03-16,Anadolu Kavağı,281,65.0,13.0,5.0,15.0,3,16,Okul
2024-03-17,Anadolu Kavağı,322,65.0,17.0,12.0,13.0,3,17,Okul
2024-03-18,Anadolu Kavağı,279,60.0,23.0,14.0,7.0,3,18,Okul
2024-03-19,Anadolu Kavağı,321,65.0,18.0,14.0,6.0,3,19,Okul
2024-03-20,Anadolu Kavağı,294,68.0,14.0,11.0,19.0,3,20,Okul
2024-03-21,Anadolu Kavağı,346,72.0,13.0,9.0,27.0,3,21,Okul
2024-03-22,Anadolu Kavağı,361,57.0,13.0,9.0,21.0,3,22,Okul
2024-03-23,Anadolu Kavağı,368,59.0,14.0,9.0,18.0,3,23,Okul
2024-03-24,Anadolu Kavağı,277,51.0,11.0,7.0,20.0,3,24,Okul
2024-03-25,Anadolu Kavağı,346,53.0,17.0,8.0,10.0,3,25,Okul
2024-03-26,Anadolu Kavağı,289,52.0,17.0,11.0,11.0,3,26,Okul
2024-03-27,Anadolu Kavağı,320,71.0,12.0,10.0,19.0,3,27,Okul
2024-03-28,Anadolu Kavağı,291,59.0,10.0,7.0,29.0,3,28,Okul
2024-03-29,Anadolu Kavağı,358,59.0,9.0,7.0,39.0,3,29,Okul
2024-03-30,Anadolu Kavağı,365,59.0,10.0,8.0,42.0,3,30,Okul
2024-03-31,Anadolu Kavağı,325,64.0,12.0,9.0,33.0,3,31,Okul
2024-04-01,Anadolu Kavağı,664,76.0,5.0,5.0,32.0,4,1,Okul
2024-04-02,Anadolu Kavağı,630,61.0,18.0,14.0,7.0,4,2,Okul
2024-04-03,Anadolu Kavağı,632,53.0,13.0,6.0,8.0,4,3,Okul
2024-04-04,Anadolu Kavağı,611,74.0,12.0,8.0,20.0,4,4,Okul
2024-04-05,Anadolu Kavağı,607,55.0,22.0,17.0,12.0,4,5,Okul
2024-04-06,Anadolu Kavağı,641,59.0,25.0,21.0,10.0,4,6,Okul
2024-04-07,Anadolu Kavağı,642,62.0,30.0,24.0,22.0,4,7,Okul
2024-04-08,Anadolu Kavağı,675,62.0,26.0,23.0,18.0,4,8,Okul
2024-04-09,Anadolu Kavağı,635,62.0,26.0,23.0,18.0,4,9,Okul
2024-04-10,Anadolu Kavağı,645,62.0,26.0,23.0,18.0,4,10,Okul
2024-04-11,Anadolu Kavağı,616,62.0,26.0,23.0,18.0,4,11,Okul
2024-04-12,Anadolu Kavağı,699,62.0,26.0,23.0,18.0,4,12,Okul
2024-04-13,Anadolu Kavağı,686,73.0,18.0,13.0,7.0,4,13,Okul
2024-04-14,Anadolu Kavağı,662,82.0,15.0,11.0,15.0,4,14,Okul
2024-04-15,Anadolu Kavağı,608,78.0,12.0,9.0,18.0,4,15,Okul
2024-04-16,Anadolu Kavağı,617,62.0,12.0,9.0,17.0,4,16,Okul
2024-04-17,Anadolu Kavağı,648,58.0,16.0,10.0,8.0,4,17,Okul
2024-04-18,Anadolu Kavağı,654,74.0,13.0,10.0,19.0,4,18,Okul
2024-04-19,Anadolu Kavağı,612,62.0,12.0,9.0,19.0,4,19,Okul
2024-04-20,Anadolu Kavağı,694,56.0,11.0,9.0,20.0,4,20,Okul
2024-04-21,Anadolu Kavağı,676,51.0,13.0,9.0,13.0,4,21,Okul
2024-04-22,Anadolu Kavağı,673,49.0,16.0,10.0,10.0,4,22,Okul
2024-04-23,Anadolu Kavağı,631,53.0,16.0,8.0,16.0,4,23,Okul
2024-04-24,Anadolu Kavağı,669,61.0,21.0,12.0,9.0,4,24,Okul
2024-04-25,Anadolu Kavağı,607,64.0,20.0,14.0,10.0,4,25,Okul
2024-04-26,Anadolu Kavağı,631,63.0,19.0,13.0,11.0,4,26,Okul
2024-04-27,Anadolu Kavağı,692,58.0,21.0,14.0,5.0,4,27,Okul
2024-04-28,Anadolu Kavağı,687,63.0,21.0,16.0,8.0,4,28,Okul
2024-04-29,Anadolu Kavağı,675,66.0,22.0,17.0,7.0,4,29,Okul
2024-04-30,Anadolu Kavağı,602,54.0,21.0,17.0,18.0,4,30,Okul
2024-05-01,Anadolu Kavağı,488,80.0,6.0,5.0,28.0,5,1,Okul
2024-05-02,Anadolu Kavağı,500,70.0,14.0,12.0,17.0,5,2,Okul
2024-05-03,Anadolu Kavağı,482,55.0,14.0,9.0,16.0,5,3,Okul
2024-05-04,Anadolu Kavağı,538,71.0,18.0,9.0,11.0,5,4,Okul
2024-05-05,Anadolu Kavağı,480,58.0,23.0,17.0,12.0,5,5,Okul
2024-05-06,Anadolu Kavağı,509,62.0,28.0,21.0,7.0,5,6,Okul
2024-05-07,Anadolu Kavağı,498,65.0,29.0,23.0,17.0,5,7,Okul
2024-05-08,Anadolu Kavağı,507,52.0,27.0,23.0,18.0,5,8,Okul
2024-05-09,Anadolu Kavağı,480,52.0,27.0,23.0,18.0,5,9,Okul
2024-05-10,Anadolu Kavağı,551,52.0,27.0,23.0,18.0,5,10,Okul
2024-05-11,Anadolu Kavağı,572,52.0,27.0,23.0,18.0,5,11,Okul
2024-05-12,Anadolu Kavağı,561,52.0,27.0,23.0,18.0,5,12,Okul
2024-05-13,Anadolu Kavağı,543,63.0,21.0,15.0,23.0,5,13,Okul
2024-05-14,Anadolu Kavağı,538,71.0,23.0,15.0,18.0,5,14,Okul
2024-05-15,Anadolu Kavağı,492,71.0,24.0,17.0,9.0,5,15,Okul
2024-05-16,Anadolu Kavağı,483,67.0,23.0,17.0,15.0,5,16,Okul
2024-05-17,Anadolu Kavağı,568,77.0,19.0,14.0,16.0,5,17,Okul
2024-05-18,Anadolu Kavağı,547,80.0,20.0,16.0,9.0,5,18,Okul
2024-05-19,Anadolu Kavağı,539,67.0,24.0,18.0,12.0,5,19,Okul
2024-05-20,Anadolu Kavağı,550,55.0,25.0,21.0,11.0,5,20,Okul
2024-05-21,Anadolu Kavağı,522,60.0,25.0,19.0,9.0,5,21,Okul
2024-05-22,Anadolu Kavağı,496,60.0,25.0,19.0,9.0,5,22,Okul
2024-05-23,Anadolu Kavağı,528,57.0,25.0,20.0,8.0,5,23,Okul
2024-05-24,Anadolu Kavağı,484,70.0,22.0,18.0,11.0,5,24,Okul
2024-05-25,Anadolu Kavağı,490,72.0,21.0,16.0,13.0,5,25,Okul
2024-05-26,Anadolu Kavağı,522,67.0,26.0,18.0,10.0,5,26,Okul
2024-05-27,Anadolu Kavağı,504,59.0,26.0,17.0,14.0,5,27,Okul
2024-05-28,Anadolu Kavağı,557,61.0,30.0,20.0,6.0,5,28,Okul
2024-05-29,Anadolu Kavağı,518,57.0,28.0,23.0,11.0,5,29,Okul
2024-05-30,Anadolu Kavağı,549,64.0,27.0,20.0,11.0,5,30,Okul
2024-05-31,Anadolu Kavağı,516,60.0,30.0,23.0,7.0,5,31,Okul
2024-06-01,Anadolu Kavağı,777,68.0,5.0,4.0,17.0,6,1,Okul
2024-06-02,Anadolu Kavağı,774,81.0,12.0,11.0,23.0,6,2,Okul
2024-06-03,Anadolu Kavağı,697,76.0,14.0,12.0,16.0,6,3,Okul
2024-06-04,Anadolu Kavağı,752,75.0,15.0,10.0,19.0,6,4,Okul
2024-06-05,Anadolu Kavağı,759,62.0,22.0,17.0,16.0,6,5,Okul
2024-06-06,Anadolu Kavağı,746,62.0,28.0,23.0,6.0,6,6,Okul
2024-06-07,Anadolu Kavağı,737,61.0,29.0,24.0,11.0,6,7,Okul
2024-06-08,Anadolu Kavağı,736,51.0,27.0,23.0,20.0,6,8,Okul
2024-06-09,Anadolu Kavağı,769,51.0,27.0,23.0,20.0,6,9,Okul
2024-06-10,Anadolu Kavağı,777,51.0,27.0,23.0,20.0,6,10,Tatil
2024-06-11,Anadolu Kavağı,759,51.0,27.0,23.0,20.0,6,11,Tatil
2024-06-12,Anadolu Kavağı,770,51.0,27.0,23.0,20.0,6,12,Tatil
2024-06-13,Anadolu Kavağı,736,64.0,30.0,24.0,8.0,6,13,Tatil
2024-06-14,Anadolu Kavağı,778,63.0,28.0,23.0,14.0,6,14,Tatil
2024-06-15,Anadolu Kavağı,696,67.0,28.0,23.0,12.0,6,15,Tatil
2024-06-16,Anadolu Kavağı,746,68.0,28.0,23.0,17.0,6,16,Tatil
2024-06-17,Anadolu Kavağı,733,63.0,30.0,23.0,18.0,6,17,Tatil
2024-06-18,Anadolu Kavağı,704,66.0,29.0,23.0,18.0,6,18,Tatil
2024-06-19,Anadolu Kavağı,766,62.0,28.0,24.0,18.0,6,19,Tatil
2024-06-20,Anadolu Kavağı,785,58.0,29.0,24.0,11.0,6,20,Tatil
2024-06-21,Anadolu Kavağı,764,61.0,29.0,24.0,11.0,6,21,Tatil
2024-06-22,Anadolu Kavağı,745,66.0,30.0,24.0,13.0,6,22,Tatil
2024-06-23,Anadolu Kavağı,753,62.0,32.0,24.0,7.0,6,23,Tatil
2024-06-24,Anadolu Kavağı,731,47.0,31.0,26.0,14.0,6,24,Tatil
2024-06-25,Anadolu Kavağı,771,70.0,29.0,24.0,24.0,6,25,Tatil
2024-06-26,Anadolu Kavağı,757,70.0,29.0,24.0,24.0,6,26,Tatil
2024-06-27,Anadolu Kavağı,707,59.0,29.0,24.0,22.0,6,27,Tatil
2024-06-28,Anadolu Kavağı,751,57.0,30.0,24.0,15.0,6,28,Tatil
2024-06-29,Anadolu Kavağı,786,54.0,25.0,22.0,24.0,6,29,Tatil
2024-06-30,Anadolu Kavağı,770,50.0,25.0,22.0,18.0,6,30,Tatil
2024-07-01,Anadolu Kavağı,626,75.0,3.0,3.0,25.0,7,1,Tatil
2024-07-02,Anadolu Kavağı,665,76.0,9.0,7.0,29.0,7,2,Tatil
2024-07-03,Anadolu Kavağı,667,57.0,17.0,11.0,9.0,7,3,Tatil
2024-07-04,Anadolu Kavağı,643,73.0,18.0,11.0,8.0,7,4,Tatil
2024-07-05,Anadolu Kavağı,699,67.0,17.0,15.0,20.0,7,5,Tatil
2024-07-06,Anadolu Kavağı,699,56.0,29.0,24.0,8.0,7,6,Tatil
2024-07-07,Anadolu Kavağı,661,53.0,31.0,23.0,14.0,7,7,Tatil
2024-07-08,Anadolu Kavağı,613,59.0,28.0,22.0,22.0,7,8,Tatil
2024-07-09,Anadolu Kavağı,697,59.0,28.0,22.0,22.0,7,9,Tatil
2024-07-10,Anadolu Kavağı,665,59.0,28.0,22.0,22.0,7,10,Tatil
2024-07-11,Anadolu Kavağı,677,59.0,28.0,22.0,22.0,7,11,Tatil
2024-07-12,Anadolu Kavağı,703,59.0,28.0,22.0,22.0,7,12,Tatil
2024-07-13,Anadolu Kavağı,627,46.0,27.0,22.0,8.0,7,13,Tatil
2024-07-14,Anadolu Kavağı,627,53.0,23.0,20.0,9.0,7,14,Tatil
2024-07-15,Anadolu Kavağı,656,63.0,25.0,20.0,10.0,7,15,Tatil
2024-07-16,Anadolu Kavağı,608,57.0,26.0,22.0,12.0,7,16,Tatil
2024-07-17,Anadolu Kavağı,634,63.0,26.0,22.0,23.0,7,17,Tatil
2024-07-18,Anadolu Kavağı,703,56.0,27.0,22.0,16.0,7,18,Tatil
2024-07-19,Anadolu Kavağı,650,60.0,28.0,23.0,20.0,7,19,Tatil
2024-07-20,Anadolu Kavağı,639,62.0,28.0,22.0,24.0,7,20,Tatil
2024-07-21,Anadolu Kavağı,623,59.0,28.0,23.0,20.0,7,21,Tatil
2024-07-22,Anadolu Kavağı,610,57.0,29.0,23.0,19.0,7,22,Tatil
2024-07-23,Anadolu Kavağı,644,56.0,30.0,24.0,17.0,7,23,Tatil
2024-07-24,Anadolu Kavağı,651,64.0,26.0,23.0,18.0,7,24,Tatil
2024-07-25,Anadolu Kavağı,694,59.0,28.0,23.0,14.0,7,25,Tatil
2024-07-26,Anadolu Kavağı,647,58.0,29.0,23.0,17.0,7,26,Tatil
2024-07-27,Anadolu Kavağı,677,59.0,28.0,23.0,19.0,7,27,Tatil
2024-07-28,Anadolu Kavağı,655,66.0,28.0,22.0,19.0,7,28,Tatil
2024-07-29,Anadolu Kavağı,669,63.0,30.0,25.0,10.0,7,29,Tatil
2024-07-30,Anadolu Kavağı,679,69.0,29.0,24.0,10.0,7,30,Tatil
2024-07-31,Anadolu Kavağı,634,58.0,31.0,25.0,8.0,7,31,Tatil
2024-08-01,Anadolu Kavağı,626,73.0,3.0,2.0,24.0,8,1,Tatil
2024-08-02,Anadolu Kavağı,656,64.0,8.0,6.0,15.0,8,2,Tatil
2024-08-03,Anadolu Kavağı,687,57.0,18.0,13.0,9.0,8,3,Tatil
2024-08-04,Anadolu Kavağı,645,71.0,20.0,14.0,8.0,8,4,Tatil
2024-08-05,Anadolu Kavağı,630,61.0,16.0,13.0,10.0,8,5,Tatil
2024-08-06,Anadolu Kavağı,648,59.0,29.0,23.0,13.0,8,6,Tatil
2024-08-07,Anadolu Kavağı,671,54.0,31.0,25.0,12.0,8,7,Tatil
2024-08-08,Anadolu Kavağı,643,59.0,29.0,23.0,19.0,8,8,Tatil
2024-08-09,Anadolu Kavağı,643,59.0,29.0,23.0,19.0,8,9,Tatil
2024-08-10,Anadolu Kavağı,596,59.0,29.0,23.0,19.0,8,10,Tatil
2024-08-11,Anadolu Kavağı,686,59.0,29.0,23.0,19.0,8,11,Tatil
2024-08-12,Anadolu Kavağı,606,59.0,29.0,23.0,19.0,8,12,Tatil
2024-08-13,Anadolu Kavağı,646,61.0,29.0,24.0,28.0,8,13,Tatil
2024-08-14,Anadolu Kavağı,612,72.0,29.0,24.0,17.0,8,14,Tatil
2024-08-15,Anadolu Kavağı,618,75.0,27.0,24.0,15.0,8,15,Tatil
2024-08-16,Anadolu Kavağı,669,73.0,26.0,23.0,19.0,8,16,Tatil
2024-08-17,Anadolu Kavağı,592,72.0,25.0,18.0,19.0,8,17,Tatil
2024-08-18,Anadolu Kavağı,682,58.0,26.0,21.0,13.0,8,18,Tatil
2024-08-19,Anadolu Kavağı,677,61.0,26.0,22.0,18.0,8,19,Tatil
2024-08-20,Anadolu Kavağı,617,65.0,27.0,22.0,20.0,8,20,Tatil
2024-08-21,Anadolu Kavağı,676,70.0,28.0,21.0,15.0,8,21,Tatil
2024-08-22,Anadolu Kavağı,626,71.0,29.0,24.0,17.0,8,22,Tatil
2024-08-23,Anadolu Kavağı,679,74.0,28.0,24.0,20.0,8,23,Tatil
2024-08-24,Anadolu Kavağı,625,71.0,30.0,24.0,19.0,8,24,Tatil
2024-08-25,Anadolu Kavağı,689,69.0,30.0,24.0,20.0,8,25,Tatil
2024-08-26,Anadolu Kavağı,603,66.0,30.0,24.0,25.0,8,26,Tatil
2024-08-27,Anadolu Kavağı,668,61.0,30.0,24.0,27.0,8,27,Tatil
2024-08-28,Anadolu Kavağı,684,58.0,28.0,24.0,27.0,8,28,Tatil
2024-08-29,Anadolu Kavağı,653,61.0,27.0,23.0,24.0,8,29,Tatil
2024-08-30,Anadolu Kavağı,651,64.0,27.0,22.0,20.0,8,30,Tatil
2024-08-31,Anadolu Kavağı,601,63.0,26.0,22.0,22.0,8,31,Tatil
2024-09-01,Anadolu Kavağı,484,62.0,7.0,3.0,25.0,9,1,Tatil
2024-09-02,Anadolu Kavağı,535,64.0,11.0,7.0,8.0,9,2,Tatil
2024-09-03,Anadolu Kavağı,476,66.0,17.0,14.0,14.0,9,3,Tatil
2024-09-04,Anadolu Kavağı,461,74.0,17.0,12.0,12.0,9,4,Tatil
2024-09-05,Anadolu Kavağı,449,57.0,18.0,13.0,6.0,9,5,Tatil
2024-09-06,Anadolu Kavağı,473,68.0,27.0,22.0,18.0,9,6,Tatil
2024-09-07,Anadolu Kavağı,487,58.0,32.0,25.0,8.0,9,7,Tatil
2024-09-08,Anadolu Kavağı,536,61.0,29.0,23.0,20.0,9,8,Tatil
2024-09-09,Anadolu Kavağı,503,61.0,29.0,23.0,20.0,9,9,Tatil
2024-09-10,Anadolu Kavağı,490,61.0,29.0,23.0,20.0,9,10,Tatil
2024-09-11,Anadolu Kavağı,484,61.0,29.0,23.0,20.0,9,11,Tatil
2024-09-12,Anadolu Kavağı,486,61.0,29.0,23.0,20.0,9,12,Tatil
2024-09-13,Anadolu Kavağı,490,61.0,29.0,23.0,20.0,9,13,Tatil
2024-09-14,Anadolu Kavağı,486,61.0,29.0,23.0,20.0,9,14,Okul
2024-09-15,Anadolu Kavağı,459,61.0,29.0,23.0,20.0,9,15,Okul
2024-09-16,Anadolu Kavağı,525,61.0,29.0,23.0,20.0,9,16,Okul
